gun,saat,cinsiyet,bolge,uyelik_tipi,uye_sayisi,memnuniyet
Pazar,17:00,Kadin,Grup Stüdyosu,Standart,20,6.8
Pazar,17:00,Kadin,SPA & Sauna,Standart,35,6.2
Pazar,18:00,Erkek,Agirlik Istasyonu,Premium,21,7.8
Pazar,18:00,Erkek,Kardiyo,Premium,17,6.2
Pazar,18:00,Erkek,Yuzme Havuzu,Standart,31,6.0
Pazar,18:00,Erkek,Grup Stüdyosu,Premium,14,7.0
Pazar,18:00,Erkek,SPA & Sauna,Premium,29,8.1
Pazar,18:00,Kadin,Agirlik Istasyonu,VIP,21,6.8
Pazar,18:00,Kadin,Kardiyo,Ogrenci,23,7.8
Pazar,18:00,Kadin,Yuzme Havuzu,Premium,17,8.2
Pazar,18:00,Kadin,Grup Stüdyosu,Premium,24,6.4
Pazar,18:00,Kadin,SPA & Sauna,Standart,26,7.3
Pazar,19:00,Erkek,Agirlik Istasyonu,VIP,35,7.9
Pazar,19:00,Erkek,Kardiyo,VIP,7,8.6
Pazar,19:00,Erkek,Yuzme Havuzu,Premium,34,5.7
Pazar,19:00,Erkek,Grup Stüdyosu,VIP,11,8.4
Pazar,19:00,Erkek,SPA & Sauna,VIP,25,8.0
Pazar,19:00,Kadin,Agirlik Istasyonu,Standart,11,7.5
Pazar,19:00,Kadin,Kardiyo,Ogrenci,14,8.0
Pazar,19:00,Kadin,Yuzme Havuzu,VIP,31,7.6
Pazar,19:00,Kadin,Grup Stüdyosu,Standart,23,6.5
Pazar,19:00,Kadin,SPA & Sauna,VIP,23,8.4
Pazar,20:00,Erkek,Agirlik Istasyonu,VIP,32,7.8
Pazar,20:00,Erkek,Kardiyo,Ogrenci,23,7.1
Pazar,20:00,Erkek,Yuzme Havuzu,Ogrenci,33,7.6
Pazar,20:00,Erkek,Grup Stüdyosu,Standart,14,6.9
Pazar,20:00,Erkek,SPA & Sauna,VIP,32,8.0
Pazar,20:00,Kadin,Agirlik Istasyonu,VIP,25,6.7
Pazar,20:00,Kadin,Kardiyo,Ogrenci,20,6.2
Pazar,20:00,Kadin,Yuzme Havuzu,Ogrenci,29,7.4
Pazar,20:00,Kadin,Grup Stüdyosu,Standart,22,6.9
Pazar,20:00,Kadin,SPA & Sauna,VIP,36,6.8
Pazar,21:00,Erkek,Agirlik Istasyonu,VIP,21,6.5
Pazar,21:00,Erkek,Kardiyo,Standart,13,7.0
Pazar,21:00,Erkek,Yuzme Havuzu,VIP,28,6.0
Pazar,21:00,Erkek,Grup Stüdyosu,Standart,10,7.2
Pazar,21:00,Erkek,SPA & Sauna,VIP,27,6.6
Pazar,21:00,Kadin,Agirlik Istasyonu,Premium,10,9.4
Pazar,21:00,Kadin,Kardiyo,Standart,8,7.5
Pazar,21:00,Kadin,Yuzme Havuzu,Standart,29,5.8
Pazar,21:00,Kadin,Grup Stüdyosu,Premium,21,7.9
Pazar,21:00,Kadin,SPA & Sauna,Ogrenci,32,5.5
Pazar,22:00,Erkek,Agirlik Istasyonu,Ogrenci,19,8.7
Pazar,22:00,Erkek,Kardiyo,Premium,11,9.1
Pazar,22:00,Erkek,Yuzme Havuzu,Standart,21,8.2
Pazar,22:00,Erkek,Grup Stüdyosu,Premium,13,6.6
Pazar,22:00,Erkek,SPA & Sauna,Premium,21,7.7
Pazar,22:00,Kadin,Agirlik Istasyonu,Premium,8,6.9
Pazar,22:00,Kadin,Kardiyo,Ogrenci,9,7.8
Pazar,22:00,Kadin,Yuzme Havuzu,Premium,29,8.0
Pazar,22:00,Kadin,Grup Stüdyosu,Premium,19,6.4
Pazar,22:00,Kadin,SPA & Sauna,Ogrenci,18,7.0
Pazartesi,07:00,Erkek,Agirlik Istasyonu,Premium,13,6.6
Pazartesi,07:00,Erkek,Kardiyo,Ogrenci,6,8.0
Pazartesi,07:00,Erkek,Yuzme Havuzu,Standart,4,9.4
Pazartesi,07:00,Erkek,Grup Stüdyosu,Ogrenci,14,6.4
Pazartesi,07:00,Erkek,SPA & Sauna,Premium,2,9.2
Pazartesi,07:00,Kadin,Agirlik Istasyonu,Standart,9,8.9
Pazartesi,07:00,Kadin,Kardiyo,Ogrenci,16,8.8
Pazartesi,07:00,Kadin,Yuzme Havuzu,Premium,3,7.8
Pazartesi,07:00,Kadin,Grup Stüdyosu,VIP,21,6.3
Pazartesi,07:00,Kadin,SPA & Sauna,Ogrenci,12,6.7
Pazartesi,08:00,Erkek,Agirlik Istasyonu,VIP,23,8.4
Pazartesi,08:00,Erkek,Kardiyo,Premium,2,8.4
Pazartesi,08:00,Erkek,Yuzme Havuzu,Standart,12,8.0
Pazartesi,08:00,Erkek,Grup Stüdyosu,VIP,14,8.5
Pazartesi,08:00,Erkek,SPA & Sauna,VIP,5,9.0
Pazartesi,08:00,Kadin,Agirlik Istasyonu,VIP,10,8.7
Pazartesi,08:00,Kadin,Kardiyo,Premium,15,8.6
Pazartesi,08:00,Kadin,Yuzme Havuzu,VIP,4,9.4
Pazartesi,08:00,Kadin,Grup Stüdyosu,VIP,14,6.8
Pazartesi,08:00,Kadin,SPA & Sauna,Standart,8,8.5
Pazartesi,09:00,Erkek,Agirlik Istasyonu,Standart,8,6.6
Pazartesi,09:00,Erkek,Kardiyo,Ogrenci,12,8.0
Pazartesi,09:00,Erkek,Yuzme Havuzu,Ogrenci,2,9.7
Pazartesi,09:00,Erkek,Grup Stüdyosu,Premium,8,7.5
Pazartesi,09:00,Erkek,SPA & Sauna,Standart,6,7.7
Pazartesi,09:00,Kadin,Agirlik Istasyonu,Premium,14,9.0
Pazartesi,09:00,Kadin,Kardiyo,VIP,29,7.2
Pazartesi,09:00,Kadin,Yuzme Havuzu,Ogrenci,1,7.4
Pazartesi,09:00,Kadin,Grup Stüdyosu,Standart,16,8.1
Pazartesi,09:00,Kadin,SPA & Sauna,Premium,15,7.8
Pazartesi,10:00,Erkek,Agirlik Istasyonu,VIP,15,7.1
Pazartesi,10:00,Erkek,Kardiyo,Standart,14,8.8
Pazartesi,10:00,Erkek,Yuzme Havuzu,Ogrenci,5,7.5
Pazartesi,10:00,Erkek,Grup Stüdyosu,Standart,9,9.4
Pazartesi,10:00,Erkek,SPA & Sauna,Premium,13,8.3
Pazartesi,10:00,Kadin,Agirlik Istasyonu,Standart,8,6.6
Pazartesi,10:00,Kadin,Kardiyo,Premium,25,8.5
Pazartesi,10:00,Kadin,Yuzme Havuzu,Standart,15,7.6
Pazartesi,10:00,Kadin,Grup Stüdyosu,Standart,24,7.0
Pazartesi,10:00,Kadin,SPA & Sauna,VIP,6,6.9
Pazartesi,11:00,Erkek,Agirlik Istasyonu,VIP,19,8.0
Pazartesi,11:00,Erkek,Kardiyo,Standart,9,7.1
Pazartesi,11:00,Erkek,Yuzme Havuzu,VIP,7,7.1
Pazartesi,11:00,Erkek,Grup Stüdyosu,Premium,12,7.7
Pazartesi,11:00,Erkek,SPA & Sauna,Standart,15,6.9
Pazartesi,11:00,Kadin,Agirlik Istasyonu,VIP,1,9.1
Pazartesi,11:00,Kadin,Kardiyo,VIP,17,6.3
Pazartesi,11:00,Kadin,Yuzme Havuzu,Premium,10,6.6
Pazartesi,11:00,Kadin,Grup Stüdyosu,Standart,17,9.0
Pazartesi,11:00,Kadin,SPA & Sauna,VIP,15,7.2
Pazartesi,12:00,Erkek,Agirlik Istasyonu,VIP,26,8.4
Pazartesi,12:00,Erkek,Kardiyo,Ogrenci,3,7.1
Pazartesi,12:00,Erkek,Yuzme Havuzu,Premium,14,8.3
Pazartesi,12:00,Erkek,Grup Stüdyosu,VIP,7,9.5
Pazartesi,12:00,Erkek,SPA & Sauna,Ogrenci,3,8.4
Pazartesi,12:00,Kadin,Agirlik Istasyonu,Premium,2,9.5
Pazartesi,12:00,Kadin,Kardiyo,VIP,10,7.6
Pazartesi,12:00,Kadin,Yuzme Havuzu,VIP,9,9.1
Pazartesi,12:00,Kadin,Grup Stüdyosu,VIP,14,8.1
Pazartesi,12:00,Kadin,SPA & Sauna,Standart,12,8.9
Pazartesi,13:00,Erkek,Agirlik Istasyonu,Standart,19,6.3
Pazartesi,13:00,Erkek,Kardiyo,Standart,13,8.8
Pazartesi,13:00,Erkek,Yuzme Havuzu,Standart,9,7.4
Pazartesi,13:00,Erkek,Grup Stüdyosu,Standart,15,7.7
Pazartesi,13:00,Erkek,SPA & Sauna,Standart,5,9.2
Pazartesi,13:00,Kadin,Agirlik Istasyonu,Ogrenci,5,7.6
Pazartesi,13:00,Kadin,Kardiyo,Ogrenci,11,8.4
Pazartesi,13:00,Kadin,Yuzme Havuzu,VIP,12,7.8
Pazartesi,13:00,Kadin,Grup Stüdyosu,Ogrenci,18,6.2
Pazartesi,13:00,Kadin,SPA & Sauna,Standart,11,7.6
Pazartesi,14:00,Erkek,Agirlik Istasyonu,Standart,17,7.3
Pazartesi,14:00,Erkek,Kardiyo,Premium,13,7.1
Pazartesi,14:00,Erkek,Yuzme Havuzu,Ogrenci,10,7.0
Pazartesi,14:00,Erkek,Grup Stüdyosu,VIP,15,7.3
Pazartesi,14:00,Erkek,SPA & Sauna,Ogrenci,5,7.5
Pazartesi,14:00,Kadin,Agirlik Istasyonu,VIP,13,6.7
Pazartesi,14:00,Kadin,Kardiyo,Premium,25,7.3
Pazartesi,14:00,Kadin,Yuzme Havuzu,Premium,13,7.9
Pazartesi,14:00,Kadin,Grup Stüdyosu,VIP,17,6.3
Pazartesi,14:00,Kadin,SPA & Sauna,Standart,4,8.7
Pazartesi,15:00,Erkek,Agirlik Istasyonu,Premium,17,6.2
Pazartesi,15:00,Erkek,Kardiyo,Premium,15,6.4
Pazartesi,15:00,Erkek,Yuzme Havuzu,Standart,14,7.9
Pazartesi,15:00,Erkek,Grup Stüdyosu,Standart,2,9.8
Pazartesi,15:00,Erkek,SPA & Sauna,VIP,5,8.7
Pazartesi,15:00,Kadin,Agirlik Istasyonu,VIP,14,8.3
Pazartesi,15:00,Kadin,Kardiyo,Ogrenci,19,7.1
Pazartesi,15:00,Kadin,Yuzme Havuzu,Standart,1,8.5
Pazartesi,15:00,Kadin,Grup Stüdyosu,Ogrenci,22,7.8
Pazartesi,15:00,Kadin,SPA & Sauna,Standart,4,7.4
Pazartesi,16:00,Erkek,Agirlik Istasyonu,VIP,20,7.3
Pazartesi,16:00,Erkek,Kardiyo,VIP,7,6.8
Pazartesi,16:00,Erkek,Yuzme Havuzu,Standart,9,7.2
Pazartesi,16:00,Erkek,Grup Stüdyosu,Standart,8,8.3
Pazartesi,16:00,Erkek,SPA & Sauna,Standart,13,6.4
Pazartesi,16:00,Kadin,Agirlik Istasyonu,Premium,12,8.3
Pazartesi,16:00,Kadin,Kardiyo,Standart,17,8.8
Pazartesi,16:00,Kadin,Yuzme Havuzu,Premium,14,8.6
Pazartesi,16:00,Kadin,Grup Stüdyosu,Ogrenci,23,8.3
Pazartesi,16:00,Kadin,SPA & Sauna,Premium,5,7.3
Pazartesi,17:00,Erkek,Agirlik Istasyonu,Standart,29,6.8
Pazartesi,17:00,Erkek,Kardiyo,VIP,20,7.9
Pazartesi,17:00,Erkek,Yuzme Havuzu,VIP,13,8.0
Pazartesi,17:00,Erkek,Grup Stüdyosu,Premium,13,7.2
Pazartesi,17:00,Erkek,SPA & Sauna,VIP,7,7.8
Pazartesi,17:00,Kadin,Agirlik Istasyonu,VIP,22,6.6
Pazartesi,17:00,Kadin,Kardiyo,VIP,15,6.7
Pazartesi,17:00,Kadin,Yuzme Havuzu,Standart,19,8.3
Pazartesi,17:00,Kadin,Grup Stüdyosu,Premium,21,6.9
Pazartesi,17:00,Kadin,SPA & Sauna,Ogrenci,21,8.7
Pazartesi,18:00,Erkek,Agirlik Istasyonu,Standart,16,8.4
Pazartesi,18:00,Erkek,Kardiyo,VIP,23,6.7
Pazartesi,18:00,Erkek,Yuzme Havuzu,Ogrenci,21,8.2
Pazartesi,18:00,Erkek,Grup Stüdyosu,Premium,16,8.0
Pazartesi,18:00,Erkek,SPA & Sauna,Standart,22,8.1
Pazartesi,18:00,Kadin,Agirlik Istasyonu,VIP,10,7.0
Pazartesi,18:00,Kadin,Kardiyo,Ogrenci,32,8.3
Pazartesi,18:00,Kadin,Yuzme Havuzu,VIP,6,8.5
Pazartesi,18:00,Kadin,Grup Stüdyosu,Standart,28,6.1
Pazartesi,18:00,Kadin,SPA & Sauna,Ogrenci,19,8.4
Pazartesi,19:00,Erkek,Agirlik Istasyonu,Standart,17,7.6
Pazartesi,19:00,Erkek,Kardiyo,Standart,18,7.0
Pazartesi,19:00,Erkek,Yuzme Havuzu,Ogrenci,15,7.7
Pazartesi,19:00,Erkek,Grup Stüdyosu,Ogrenci,12,8.2
Pazartesi,19:00,Erkek,SPA & Sauna,Ogrenci,16,6.4
Pazartesi,19:00,Kadin,Agirlik Istasyonu,Standart,13,9.0
Pazartesi,19:00,Kadin,Kardiyo,Standart,17,8.1
Pazartesi,19:00,Kadin,Yuzme Havuzu,Premium,8,9.4
Pazartesi,19:00,Kadin,Grup Stüdyosu,Premium,15,8.4
Pazartesi,19:00,Kadin,SPA & Sauna,Standart,6,7.8
Pazartesi,20:00,Erkek,Agirlik Istasyonu,Ogrenci,34,5.5
Pazartesi,20:00,Erkek,Kardiyo,Premium,13,9.2
Pazartesi,20:00,Erkek,Yuzme Havuzu,Premium,16,8.7
Pazartesi,20:00,Erkek,Grup Stüdyosu,Premium,6,9.0
Pazartesi,20:00,Erkek,SPA & Sauna,Premium,14,6.4
Pazartesi,20:00,Kadin,Agirlik Istasyonu,VIP,11,8.1
Pazartesi,20:00,Kadin,Kardiyo,Standart,29,5.8
Pazartesi,20:00,Kadin,Yuzme Havuzu,VIP,19,7.7
Pazartesi,20:00,Kadin,Grup Stüdyosu,Premium,26,8.3
Pazartesi,20:00,Kadin,SPA & Sauna,VIP,22,7.8
Pazartesi,21:00,Erkek,Agirlik Istasyonu,VIP,17,8.2
Pazartesi,21:00,Erkek,Kardiyo,VIP,15,6.3
Pazartesi,21:00,Erkek,Yuzme Havuzu,Standart,11,9.4
Pazartesi,21:00,Erkek,Grup Stüdyosu,VIP,4,8.1
Pazartesi,21:00,Erkek,SPA & Sauna,Premium,1,8.1
Pazartesi,21:00,Kadin,Agirlik Istasyonu,Ogrenci,4,8.5
Pazartesi,21:00,Kadin,Kardiyo,Ogrenci,9,9.5
Pazartesi,21:00,Kadin,Yuzme Havuzu,VIP,2,7.2
Pazartesi,21:00,Kadin,Grup Stüdyosu,VIP,21,7.9
Pazartesi,21:00,Kadin,SPA & Sauna,VIP,7,9.1
Pazartesi,22:00,Erkek,Agirlik Istasyonu,Ogrenci,19,8.3
Pazartesi,22:00,Erkek,Kardiyo,VIP,2,8.1
Pazartesi,22:00,Erkek,Yuzme Havuzu,Standart,2,9.6
Pazartesi,22:00,Erkek,Grup Stüdyosu,Standart,12,7.7
Pazartesi,22:00,Erkek,SPA & Sauna,VIP,10,7.1
Pazartesi,22:00,Kadin,Agirlik Istasyonu,Standart,11,8.4
Pazartesi,22:00,Kadin,Kardiyo,Standart,10,8.8
Pazartesi,22:00,Kadin,Yuzme Havuzu,Standart,11,7.4
Pazartesi,22:00,Kadin,Grup Stüdyosu,Standart,21,7.2
Pazartesi,22:00,Kadin,SPA & Sauna,Premium,14,7.4
Sali,07:00,Erkek,Agirlik Istasyonu,Premium,20,8.4
Sali,07:00,Erkek,Kardiyo,Ogrenci,10,6.8
Sali,07:00,Erkek,Yuzme Havuzu,Ogrenci,10,8.8
Sali,07:00,Erkek,Grup Stüdyosu,Standart,8,8.5
Sali,07:00,Erkek,SPA & Sauna,VIP,7,8.5
Sali,07:00,Kadin,Agirlik Istasyonu,Standart,2,7.6
Sali,07:00,Kadin,Kardiyo,Standart,15,8.4
Sali,07:00,Kadin,Yuzme Havuzu,Standart,10,9.2
Sali,07:00,Kadin,Grup Stüdyosu,VIP,19,6.9
Sali,07:00,Kadin,SPA & Sauna,Ogrenci,11,8.8
Sali,08:00,Erkek,Agirlik Istasyonu,Standart,18,7.0
Sali,08:00,Erkek,Kardiyo,Ogrenci,3,9.6
Sali,08:00,Erkek,Yuzme Havuzu,Premium,4,8.6
Sali,08:00,Erkek,Grup Stüdyosu,Ogrenci,8,7.3
Sali,08:00,Erkek,SPA & Sauna,Premium,2,8.7
Sali,08:00,Kadin,Agirlik Istasyonu,Ogrenci,5,7.9
Sali,08:00,Kadin,Kardiyo,Ogrenci,19,8.6
Sali,08:00,Kadin,Yuzme Havuzu,Ogrenci,8,8.6
Sali,08:00,Kadin,Grup Stüdyosu,VIP,12,8.5
Sali,08:00,Kadin,SPA & Sauna,Standart,3,7.9
Sali,09:00,Erkek,Agirlik Istasyonu,Ogrenci,16,7.0
Sali,09:00,Erkek,Kardiyo,Premium,3,9.2
Sali,09:00,Erkek,Yuzme Havuzu,VIP,6,8.5
Sali,09:00,Erkek,Grup Stüdyosu,Ogrenci,11,8.2
Sali,09:00,Erkek,SPA & Sauna,VIP,9,9.4
Sali,09:00,Kadin,Agirlik Istasyonu,VIP,9,8.4
Sali,09:00,Kadin,Kardiyo,VIP,23,8.3
Sali,09:00,Kadin,Yuzme Havuzu,Ogrenci,9,7.9
Sali,09:00,Kadin,Grup Stüdyosu,Standart,20,7.8
Sali,09:00,Kadin,SPA & Sauna,VIP,5,8.4
Sali,10:00,Erkek,Agirlik Istasyonu,Ogrenci,24,7.0
Sali,10:00,Erkek,Kardiyo,Premium,2,8.4
Sali,10:00,Erkek,Yuzme Havuzu,Ogrenci,12,8.5
Sali,10:00,Erkek,Grup Stüdyosu,Ogrenci,12,7.7
Sali,10:00,Erkek,SPA & Sauna,Standart,7,7.5
Sali,10:00,Kadin,Agirlik Istasyonu,Ogrenci,1,7.4
Sali,10:00,Kadin,Kardiyo,Standart,19,7.2
Sali,10:00,Kadin,Yuzme Havuzu,Standart,3,9.2
Sali,10:00,Kadin,Grup Stüdyosu,Premium,23,6.4
Sali,10:00,Kadin,SPA & Sauna,Ogrenci,11,8.3
Sali,11:00,Erkek,Agirlik Istasyonu,Standart,16,6.9
Sali,11:00,Erkek,Kardiyo,Ogrenci,8,7.4
Sali,11:00,Erkek,Yuzme Havuzu,Ogrenci,15,7.8
Sali,11:00,Erkek,Grup Stüdyosu,Premium,4,9.1
Sali,11:00,Erkek,SPA & Sauna,Ogrenci,12,7.0
Sali,11:00,Kadin,Agirlik Istasyonu,Premium,1,7.0
Sali,11:00,Kadin,Kardiyo,Premium,20,6.6
Sali,11:00,Kadin,Yuzme Havuzu,VIP,11,6.6
Sali,11:00,Kadin,Grup Stüdyosu,VIP,19,8.6
Sali,11:00,Kadin,SPA & Sauna,Premium,2,7.8
Sali,12:00,Erkek,Agirlik Istasyonu,Premium,10,8.3
Sali,12:00,Erkek,Kardiyo,VIP,1,8.1
Sali,12:00,Erkek,Yuzme Havuzu,VIP,1,7.3
Sali,12:00,Erkek,Grup Stüdyosu,Premium,11,7.4
Sali,12:00,Erkek,SPA & Sauna,Ogrenci,11,6.6
Sali,12:00,Kadin,Agirlik Istasyonu,VIP,5,8.4
Sali,12:00,Kadin,Kardiyo,VIP,21,8.2
Sali,12:00,Kadin,Yuzme Havuzu,VIP,6,8.5
Sali,12:00,Kadin,Grup Stüdyosu,Premium,14,6.5
Sali,12:00,Kadin,SPA & Sauna,Premium,15,6.4
Sali,13:00,Erkek,Agirlik Istasyonu,Standart,21,8.7
Sali,13:00,Erkek,Kardiyo,Ogrenci,6,9.7
Sali,13:00,Erkek,Yuzme Havuzu,Ogrenci,2,8.1
Sali,13:00,Erkek,Grup Stüdyosu,Standart,2,7.9
Sali,13:00,Erkek,SPA & Sauna,VIP,15,6.8
Sali,13:00,Kadin,Agirlik Istasyonu,Ogrenci,12,7.4
Sali,13:00,Kadin,Kardiyo,Standart,14,8.4
Sali,13:00,Kadin,Yuzme Havuzu,Standart,6,7.5
Sali,13:00,Kadin,Grup Stüdyosu,Ogrenci,24,7.1
Sali,13:00,Kadin,SPA & Sauna,VIP,4,9.8
Sali,14:00,Erkek,Agirlik Istasyonu,Standart,20,8.9
Sali,14:00,Erkek,Kardiyo,Standart,9,9.4
Sali,14:00,Erkek,Yuzme Havuzu,VIP,1,7.0
Sali,14:00,Erkek,Grup Stüdyosu,Standart,2,8.3
Sali,14:00,Erkek,SPA & Sauna,Premium,13,6.9
Sali,14:00,Kadin,Agirlik Istasyonu,VIP,7,9.5
Sali,14:00,Kadin,Kardiyo,Ogrenci,20,8.9
Sali,14:00,Kadin,Yuzme Havuzu,Ogrenci,1,7.0
Sali,14:00,Kadin,Grup Stüdyosu,Premium,22,7.3
Sali,14:00,Kadin,SPA & Sauna,Ogrenci,13,7.1
Sali,15:00,Erkek,Agirlik Istasyonu,Ogrenci,20,7.9
Sali,15:00,Erkek,Kardiyo,Premium,13,7.2
Sali,15:00,Erkek,Yuzme Havuzu,Standart,14,9.1
Sali,15:00,Erkek,Grup Stüdyosu,Standart,7,8.4
Sali,15:00,Erkek,SPA & Sauna,Ogrenci,5,7.1
Sali,15:00,Kadin,Agirlik Istasyonu,Standart,5,7.2
Sali,15:00,Kadin,Kardiyo,Premium,28,5.7
Sali,15:00,Kadin,Yuzme Havuzu,Ogrenci,15,6.6
Sali,15:00,Kadin,Grup Stüdyosu,Standart,25,8.0
Sali,15:00,Kadin,SPA & Sauna,Premium,1,7.3
Sali,16:00,Erkek,Agirlik Istasyonu,Premium,21,8.6
Sali,16:00,Erkek,Kardiyo,Standart,4,9.5
Sali,16:00,Erkek,Yuzme Havuzu,VIP,8,7.0
Sali,16:00,Erkek,Grup Stüdyosu,Premium,6,8.8
Sali,16:00,Erkek,SPA & Sauna,Standart,3,9.1
Sali,16:00,Kadin,Agirlik Istasyonu,Ogrenci,11,9.2
Sali,16:00,Kadin,Kardiyo,VIP,27,8.1
Sali,16:00,Kadin,Yuzme Havuzu,VIP,8,6.7
Sali,16:00,Kadin,Grup Stüdyosu,Premium,11,9.2
Sali,16:00,Kadin,SPA & Sauna,Standart,8,7.9
Sali,17:00,Erkek,Agirlik Istasyonu,Premium,22,7.9
Sali,17:00,Erkek,Kardiyo,VIP,12,7.0
Sali,17:00,Erkek,Yuzme Havuzu,VIP,14,8.1
Sali,17:00,Erkek,Grup Stüdyosu,VIP,18,8.8
Sali,17:00,Erkek,SPA & Sauna,VIP,8,9.4
Sali,17:00,Kadin,Agirlik Istasyonu,Ogrenci,9,8.7
Sali,17:00,Kadin,Kardiyo,Ogrenci,15,8.5
Sali,17:00,Kadin,Yuzme Havuzu,Premium,11,7.6
Sali,17:00,Kadin,Grup Stüdyosu,Ogrenci,25,8.5
Sali,17:00,Kadin,SPA & Sauna,VIP,21,6.4
Sali,18:00,Erkek,Agirlik Istasyonu,Premium,33,6.7
Sali,18:00,Erkek,Kardiyo,Standart,18,8.8
Sali,18:00,Erkek,Yuzme Havuzu,Standart,14,7.6
Sali,18:00,Erkek,Grup Stüdyosu,Premium,16,7.4
Sali,18:00,Erkek,SPA & Sauna,Premium,11,6.8
Sali,18:00,Kadin,Agirlik Istasyonu,VIP,22,7.3
Sali,18:00,Kadin,Kardiyo,VIP,22,7.9
Sali,18:00,Kadin,Yuzme Havuzu,Ogrenci,11,6.9
Sali,18:00,Kadin,Grup Stüdyosu,VIP,19,8.5
Sali,18:00,Kadin,SPA & Sauna,Ogrenci,15,7.7
Sali,19:00,Erkek,Agirlik Istasyonu,Standart,22,7.3
Sali,19:00,Erkek,Kardiyo,Premium,6,9.1
Sali,19:00,Erkek,Yuzme Havuzu,VIP,24,6.9
Sali,19:00,Erkek,Grup Stüdyosu,Premium,17,8.8
Sali,19:00,Erkek,SPA & Sauna,Ogrenci,19,8.9
Sali,19:00,Kadin,Agirlik Istasyonu,Premium,14,8.8
Sali,19:00,Kadin,Kardiyo,Standart,27,6.3
Sali,19:00,Kadin,Yuzme Havuzu,VIP,17,8.7
Sali,19:00,Kadin,Grup Stüdyosu,VIP,23,6.4
Sali,19:00,Kadin,SPA & Sauna,Ogrenci,18,7.0
Sali,20:00,Erkek,Agirlik Istasyonu,Premium,23,8.1
Sali,20:00,Erkek,Kardiyo,VIP,15,9.0
Sali,20:00,Erkek,Yuzme Havuzu,Standart,21,6.1
Sali,20:00,Erkek,Grup Stüdyosu,Premium,20,6.6
Sali,20:00,Erkek,SPA & Sauna,Premium,16,7.2
Sali,20:00,Kadin,Agirlik Istasyonu,Premium,12,8.7
Sali,20:00,Kadin,Kardiyo,Ogrenci,17,8.1
Sali,20:00,Kadin,Yuzme Havuzu,Ogrenci,17,7.5
Sali,20:00,Kadin,Grup Stüdyosu,Standart,21,6.9
Sali,20:00,Kadin,SPA & Sauna,VIP,21,8.5
Sali,21:00,Erkek,Agirlik Istasyonu,Standart,26,7.7
Sali,21:00,Erkek,Kardiyo,Ogrenci,10,8.5
Sali,21:00,Erkek,Yuzme Havuzu,Premium,2,7.6
Sali,21:00,Erkek,Grup Stüdyosu,Standart,14,9.0
Sali,21:00,Erkek,SPA & Sauna,Premium,10,6.8
Sali,21:00,Kadin,Agirlik Istasyonu,Premium,7,7.3
Sali,21:00,Kadin,Kardiyo,VIP,19,7.7
Sali,21:00,Kadin,Yuzme Havuzu,Ogrenci,12,6.6
Sali,21:00,Kadin,Grup Stüdyosu,Premium,30,5.5
Sali,21:00,Kadin,SPA & Sauna,Ogrenci,3,9.7
Sali,22:00,Erkek,Agirlik Istasyonu,Premium,15,6.4
Sali,22:00,Erkek,Kardiyo,VIP,13,7.1
Sali,22:00,Erkek,Yuzme Havuzu,VIP,4,8.9
Sali,22:00,Erkek,Grup Stüdyosu,Ogrenci,15,8.3
Sali,22:00,Erkek,SPA & Sauna,Premium,1,7.8
Sali,22:00,Kadin,Agirlik Istasyonu,Ogrenci,15,7.2
Sali,22:00,Kadin,Kardiyo,VIP,14,6.4
Sali,22:00,Kadin,Yuzme Havuzu,Ogrenci,10,7.5
Sali,22:00,Kadin,Grup Stüdyosu,VIP,26,8.6
Sali,22:00,Kadin,SPA & Sauna,Premium,8,7.6
Carsamba,07:00,Erkek,Agirlik Istasyonu,Standart,11,8.1
Carsamba,07:00,Erkek,Kardiyo,Premium,6,9.0
Carsamba,07:00,Erkek,Yuzme Havuzu,Ogrenci,5,7.3
Carsamba,07:00,Erkek,Grup Stüdyosu,Standart,14,6.7
Carsamba,07:00,Erkek,SPA & Sauna,VIP,3,8.5
Carsamba,07:00,Kadin,Agirlik Istasyonu,Ogrenci,10,9.0
Carsamba,07:00,Kadin,Kardiyo,Premium,26,8.0
Carsamba,07:00,Kadin,Yuzme Havuzu,VIP,15,6.3
Carsamba,07:00,Kadin,Grup Stüdyosu,Standart,22,7.0
Carsamba,07:00,Kadin,SPA & Sauna,Premium,14,6.3
Carsamba,08:00,Erkek,Agirlik Istasyonu,Standart,15,7.1
Carsamba,08:00,Erkek,Kardiyo,Premium,11,9.4
Carsamba,08:00,Erkek,Yuzme Havuzu,Premium,15,8.3
Carsamba,08:00,Erkek,Grup Stüdyosu,VIP,13,7.6
Carsamba,08:00,Erkek,SPA & Sauna,Ogrenci,11,6.9
Carsamba,08:00,Kadin,Agirlik Istasyonu,Standart,13,8.9
Carsamba,08:00,Kadin,Kardiyo,Ogrenci,17,7.4
Carsamba,08:00,Kadin,Yuzme Havuzu,VIP,6,9.1
Carsamba,08:00,Kadin,Grup Stüdyosu,VIP,11,8.2
Carsamba,08:00,Kadin,SPA & Sauna,VIP,5,9.7
Carsamba,09:00,Erkek,Agirlik Istasyonu,Premium,22,7.9
Carsamba,09:00,Erkek,Kardiyo,Ogrenci,15,8.9
Carsamba,09:00,Erkek,Yuzme Havuzu,VIP,5,9.4
Carsamba,09:00,Erkek,Grup Stüdyosu,Standart,15,7.2
Carsamba,09:00,Erkek,SPA & Sauna,Ogrenci,4,7.4
